median_square_feet,average_listing_price,indicator
2702,2399476,No deal
2274,228225,Good deal
1750,361335,No deal
1794,376732,No deal
1056,299900,No deal
1695,482296,No deal
1154,138050,Good deal
1540,153000,Good deal
2236,700250,Good deal
3161,4273097,No deal
2425,338580,No deal
1850,314658,No deal
1080,117000,Good deal
1420,58817,Good deal
1904,165000,Good deal
1760,778961,No deal
1238,60000,Good deal
1949,270210,Good deal
1794,234968,Good deal
2146,438225,Good deal
6638,497000,No deal
3500,300860,No deal
1880,716021,No deal
1584,266279,Good deal
2415,875225,No deal
3070,444950,No deal
1651,312875,No deal
1576,326296,No deal
1311,1889206,No deal
1878,820000,No deal
1282,161175,Good deal
1820,844809,No deal
1016,41633,Good deal
1753,136400,Good deal
1900,503081,Good deal
3598,284500,Good deal
1172,75000,Good deal
2136,390000,Good deal
2580,1876250,No deal
1878,456300,No deal
1332,215000,Good deal
2115,470457,Good deal
5046,1574550,No deal
1664,400576,No deal
1028,647266,No deal
2003,373487,Good deal
1639,308707,No deal
4861,389900,No deal
1428,92645,Good deal
1400,501332,No deal
3764,699248,No deal
1380,92877,Good deal
1622,197000,Good deal
1704,387281,No deal
1428,73478,Good deal
2550,721213,No deal
2604,631084,No deal
1181,707351,No deal
1953,239587,Good deal
2220,373174,Good deal
1440,119900,Good deal
1941,527214,Good deal
1700,90781,Good deal
2263,474900,Good deal
2774,428890,No deal
1280,157700,Good deal
988,66105,Good deal
2078,94950,Good deal
650,24000,Good deal
2532,460088,No deal
1950,412475,Good deal
4379,1689950,No deal
1877,230590,Good deal
2928,277196,Good deal
1573,109983,Good deal
3360,439500,No deal
1421,362495,No deal
1214,177440,Good deal
392,140000,Good deal
1470,852553,No deal
4288,939900,No deal
1694,854083,No deal
1736,249607,Good deal
1700,427000,No deal
1330,2375000,No deal
2527,429900,No deal
1439,339650,No deal
1470,488330,No deal
2146,470158,Good deal
1493,178858,Good deal
1519,307606,No deal
1996,710971,Good deal
2094,211667,Good deal
3434,373446,No deal
1182,141893,Good deal
2464,412721,No deal
1480,318633,No deal
783,645216,No deal
960,135000,Good deal
1500,623775,No deal
1655,112450,Good deal
1344,96072,Good deal
1852,560180,No deal
1383,199005,Good deal
1782,256107,Good deal
3296,404950,No deal
1454,528113,No deal
2460,85000,Good deal
1335,155605,Good deal
1885,2599485,Good deal
1168,69900,Good deal
1779,595780,No deal
2443,523392,No deal
1441,97825,Good deal
2271,2235186,Good deal
3659,2671304,No deal
2480,675833,No deal
1867,69900,Good deal
1400,531005,No deal
1377,376983,No deal
1970,258127,Good deal
2058,271495,Good deal
1360,367200,No deal
1777,290000,Good deal
1849,433040,No deal
1363,227786,Good deal
1398,230812,Good deal
1268,79150,Good deal
2048,4381837,Good deal
1878,368515,No deal
2112,262225,Good deal
1377,600400,No deal
1944,183938,Good deal
984,75458,Good deal
1275,693917,No deal
1104,194833,Good deal
2288,706850,Good deal
700,320933,No deal
1514,139682,Good deal
1605,931219,No deal
1810,1340300,No deal
3347,720919,No deal
1925,385475,Good deal
1218,47533,Good deal
2124,340734,Good deal
3622,840147,No deal
1298,300381,No deal
3072,385000,No deal
1781,769825,No deal
2336,334125,Good deal
2933,389450,No deal
1293,98594,Good deal
2679,493806,No deal
2290,283400,Good deal
2582,404290,No deal
2534,245000,Good deal
1820,440335,No deal
1500,342450,No deal
1406,155000,Good deal
5072,1792846,No deal
1332,1234987,No deal
2461,657463,No deal
3232,392042,No deal
2121,637250,Good deal
1640,147666,Good deal
2040,502556,Good deal
1996,244900,Good deal
1003,115048,Good deal
1572,186403,Good deal
1230,159000,Good deal
2252,894958,Good deal
1729,141861,Good deal
2410,263317,Good deal
1864,205922,Good deal
1915,2293276,Good deal
1830,1533414,No deal
1636,650941,No deal
1940,239900,Good deal
1568,268480,Good deal
3523,560888,No deal
1212,93132,Good deal
1744,1376003,No deal
1152,144500,Good deal
2332,500373,Good deal
1110,399000,No deal
1257,133342,Good deal
2232,461977,Good deal
1192,193681,Good deal
1542,506188,No deal
1108,121117,Good deal
1814,364432,No deal
2966,224950,Good deal
1303,736766,No deal
1450,444094,No deal
2521,410241,No deal
1748,228275,Good deal
1458,239000,Good deal
4219,1062708,No deal
1370,733221,No deal
1562,138331,Good deal
1176,99900,Good deal
2027,305675,Good deal
2300,500000,Good deal
1466,479286,No deal
3230,482000,No deal
1222,102000,Good deal
1744,191874,Good deal
1700,350104,No deal
1179,247400,Good deal
1380,142450,Good deal
2648,140000,Good deal
2083,421656,Good deal
1182,440169,No deal
1819,333875,No deal
1285,1484205,No deal
1331,256483,Good deal
1500,146000,Good deal
2500,610224,No deal
1616,205781,Good deal
2322,218763,Good deal
2144,578916,Good deal
2650,793939,No deal
1873,872885,No deal
2493,631723,No deal
1371,247795,Good deal
2558,1300000,No deal
1539,279900,Good deal
2106,387991,Good deal
2588,336950,No deal
1703,2174583,No deal
1529,604301,No deal
2366,657189,No deal
2415,145900,Good deal
3352,434000,No deal
2104,463231,Good deal
1150,580917,No deal
1472,727031,No deal
1437,140000,Good deal
1584,318545,No deal
1056,119000,Good deal
1200,41900,Good deal
1722,80000,Good deal
1495,168233,Good deal
1796,2503210,No deal
1978,383347,Good deal
2599,465607,No deal
1728,385097,No deal
1152,262800,Good deal
1130,199450,Good deal
1788,164684,Good deal
1989,240521,Good deal
1898,508873,Good deal
4319,3030000,No deal
1617,261141,Good deal
2928,289690,Good deal
2612,488559,No deal
21500,504591,No deal
1216,74900,Good deal
2880,749000,No deal
1798,430069,No deal
2593,666078,No deal
1750,61900,Good deal
1773,189545,Good deal
2930,1311534,No deal
2130,508712,Good deal
1581,468016,No deal
3051,969800,No deal
3040,154900,Good deal
2370,509832,No deal
991,101646,Good deal
1177,234224,Good deal
1568,100796,Good deal
1649,290965,Good deal
1090,910992,No deal
1908,520207,Good deal
576,80000,Good deal
2361,320843,No deal
2352,533475,No deal
1364,50000,Good deal
2201,812327,Good deal
1232,914226,No deal
3871,318633,No deal
2300,200875,Good deal
1239,142000,Good deal
1401,192545,Good deal
1620,276718,Good deal
1622,410800,No deal
1452,265342,Good deal
2530,1080959,No deal
2527,512846,No deal
2260,1115728,Good deal
1217,176471,Good deal
3056,84900,Good deal
1344,126825,Good deal
1629,191326,Good deal
1364,102610,Good deal
1208,404138,No deal
1196,223233,Good deal
4850,3035156,No deal
1116,403750,No deal
1708,487667,No deal
4000,1073052,No deal
4700,930000,No deal
1625,964885,No deal
1482,345000,No deal
2364,856311,No deal
3331,763900,No deal
1748,341875,No deal
1350,324900,No deal
2349,189700,Good deal
2069,519518,Good deal
3500,417625,No deal
3300,2235601,No deal
2484,402683,No deal
1704,324500,No deal
2678,593681,No deal
1627,329557,No deal
1840,394498,No deal
2300,173417,Good deal
2729,200000,Good deal
2134,344258,Good deal
1731,345665,No deal
2164,487507,Good deal
1722,148679,Good deal
2274,406900,Good deal
1510,388705,No deal
3036,830398,No deal
2677,475000,No deal
1745,376695,No deal
2401,327943,No deal
2446,580920,No deal
1735,136804,Good deal
1715,307211,No deal
1733,415625,No deal
1800,891970,No deal
2307,546611,Good deal
2402,1766611,No deal
2291,423014,Good deal
2977,900067,No deal
2481,390873,No deal
3869,1407580,No deal
2683,224177,Good deal
2604,454000,No deal
1008,125000,Good deal
1125,1411980,No deal
1311,116059,Good deal
1222,126547,Good deal
1486,265000,Good deal
1370,174999,Good deal
2943,3795000,No deal
1638,283088,Good deal
2792,124133,Good deal
3500,329950,No deal
2400,325000,No deal
3808,424500,No deal
1525,621820,No deal
1851,367599,No deal
2009,479903,Good deal
3002,799999,No deal
2104,2001000,Good deal
2411,299900,No deal
1488,342792,No deal
1833,641035,No deal
1264,59250,Good deal
1448,89900,Good deal
2992,1102841,No deal
2292,519906,Good deal
2515,400950,No deal
2082,319125,Good deal
1533,369262,No deal
1461,196159,Good deal
2408,502176,No deal
2254,450724,Good deal
1219,75000,Good deal
2242,73317,Good deal
3141,479778,No deal
2124,849067,Good deal
2176,75000,Good deal
2321,148000,Good deal
1396,43025,Good deal
3300,1100000,No deal
1507,421387,No deal
1675,897594,No deal
1242,553022,No deal
4199,1046250,No deal
1478,353921,No deal
1950,180015,Good deal
3663,1281058,No deal
2110,536313,Good deal
2606,990788,No deal
693,114000,Good deal
1448,123618,Good deal
2340,446270,Good deal
1440,153715,Good deal
2082,60163,Good deal
3053,1271667,No deal
1460,156042,Good deal
1900,259000,Good deal
2075,878313,Good deal
2238,456242,Good deal
1485,264900,Good deal
1580,611675,No deal
2325,311225,Good deal
1961,195000,Good deal
1816,84925,Good deal
1823,857212,No deal
1426,850808,No deal
1904,164475,Good deal
1766,443531,No deal
2000,524500,Good deal
3278,665449,No deal
2550,526450,No deal
1791,752001,No deal
2399,484045,No deal
1968,290000,Good deal
816,225000,Good deal
2109,201633,Good deal
1198,161428,Good deal
2034,372296,Good deal
1314,103650,Good deal
1417,67970,Good deal
4047,348300,No deal
5300,450500,No deal
1755,447985,No deal
2350,619016,No deal
1362,126914,Good deal
2195,544076,Good deal
2448,144475,Good deal
2180,1058460,Good deal
1403,406870,No deal
1488,49900,Good deal
3989,282400,Good deal
2127,768290,Good deal
2048,367126,Good deal
1900,475132,Good deal
1590,1280754,No deal
1541,278700,Good deal
6645,999500,No deal
1911,484364,Good deal
9621,4997500,No deal
6039,1.14E+07,No deal
2103,814667,Good deal
7024,149500,Good deal
2207,766147,Good deal
2880,514000,No deal
2469,875201,No deal
1883,419532,Good deal
1688,139689,Good deal
2533,960559,No deal
1783,79900,Good deal
1732,689500,No deal
3084,408917,No deal
1866,387317,No deal
1353,2178277,No deal
1672,364247,No deal
1120,205374,Good deal
1092,328750,No deal
2022,346875,Good deal
2104,423976,Good deal
1322,650965,No deal
1593,99061,Good deal
1704,279000,Good deal
1513,146911,Good deal
4306,1367552,No deal
360,109000,Good deal
1708,413130,No deal
3830,299900,No deal
3133,742829,No deal
1328,1248591,No deal
1630,710859,No deal
1314,406871,No deal
1646,404199,No deal
2281,435251,Good deal
1850,172425,Good deal
4809,2632250,No deal
2913,519525,No deal
3710,501007,No deal
2023,363735,Good deal
1939,193629,Good deal
1441,751137,No deal
1999,496833,Good deal
2033,3783333,Good deal
1842,259000,Good deal
2018,705633,Good deal
2330,533794,Good deal
2353,208250,Good deal
912,110000,Good deal
1660,499000,No deal
1215,276035,Good deal
2527,1106511,No deal
1344,272917,Good deal
2704,182187,Good deal
4729,695000,No deal
1584,360396,No deal
1602,84167,Good deal
1597,349900,No deal
1470,310691,No deal
1188,256170,Good deal
1242,50448,Good deal
1196,497000,No deal
2503,855759,No deal
3800,6563344,No deal
1941,961613,Good deal
2160,338300,Good deal
1175,114500,Good deal
1773,275079,Good deal
1376,3633240,No deal
3132,587000,No deal
1893,265217,Good deal
1878,103150,Good deal
2320,242635,Good deal
1404,136714,Good deal
3600,699000,No deal
1500,279000,Good deal
1968,805438,Good deal
1066,50059,Good deal
1682,673375,No deal
1000,90000,Good deal
2508,672500,No deal
2305,406958,Good deal
1349,225455,Good deal
1900,866333,Good deal
1810,89900,Good deal
2504,1950000,No deal
2372,457500,No deal
1649,704798,No deal
1399,129819,Good deal
1228,212944,Good deal
3616,1189417,No deal
1465,429900,No deal
2533,359539,No deal
1620,184000,Good deal
1124,434274,No deal
1398,514298,No deal
1490,244900,Good deal
7200,603125,No deal
3850,877379,No deal
1846,483089,No deal
2263,298010,Good deal
2291,313304,Good deal
1224,475000,No deal
3292,890000,No deal
1231,89167,Good deal
1385,1531892,No deal
1570,742912,No deal
2980,980625,No deal
3129,1415104,No deal
960,391801,No deal
3600,1924362,No deal
1416,180000,Good deal
2184,593214,Good deal
1872,384685,No deal
1712,584647,No deal
4207,621667,No deal
1664,113950,Good deal
1500,1017870,No deal
1192,489346,No deal
2958,1357955,No deal
1810,157239,Good deal
1357,249900,Good deal
2180,607959,Good deal
1560,333294,No deal
2474,351430,No deal
1911,399701,Good deal
2210,267950,Good deal
1416,56910,Good deal
1235,516421,No deal
2198,238841,Good deal
900,683403,No deal
1080,841796,No deal
1965,420390,Good deal
8600,899500,No deal
1196,204500,Good deal
1720,39000,Good deal
1248,159925,Good deal
1400,342450,No deal
1986,474485,Good deal
2029,273140,Good deal
2296,605350,Good deal
2360,257648,Good deal
1810,228414,Good deal
1646,124900,Good deal
1560,204692,Good deal
2363,324300,No deal
1810,374110,No deal
2378,381109,No deal
1690,405135,No deal
2638,101950,Good deal
1650,448235,No deal
1490,166608,Good deal
1271,119900,Good deal
4368,1124838,No deal
1856,286556,Good deal
2441,1046460,No deal
2212,227864,Good deal
1654,113725,Good deal
2327,969969,Good deal
1973,281798,Good deal
1828,247500,Good deal
1926,513333,Good deal
1520,215615,Good deal
2998,259900,Good deal
2136,719600,Good deal
969,29000,Good deal
2269,379900,Good deal
2008,347428,Good deal
2046,366633,Good deal
2828,468402,No deal
2350,1314513,No deal
1613,124900,Good deal
1509,182933,Good deal
1953,500989,Good deal
4900,1200000,No deal
1767,184178,Good deal
1752,434367,No deal
822,60000,Good deal
3233,330713,No deal
1950,352099,Good deal
1913,888239,Good deal
2652,910429,No deal
2334,452553,Good deal
2746,94167,Good deal
1588,1242489,No deal
2553,325463,No deal
1861,619056,No deal
1914,720176,Good deal
2321,328798,Good deal
2646,115633,Good deal
1465,331813,No deal
1506,510966,No deal
1609,77250,Good deal
1371,129569,Good deal
2395,589217,No deal
1659,130563,Good deal
2325,464880,Good deal
4558,1846623,No deal
2366,317933,No deal
1327,711356,No deal
900,121333,Good deal
2023,201866,Good deal
2331,202267,Good deal
1741,303485,No deal
2534,723012,No deal
1566,153900,Good deal
2496,350086,No deal
2871,492200,No deal
2252,405207,Good deal
1877,69900,Good deal
1521,239288,Good deal
3182,734766,No deal
1750,316141,No deal
1392,147339,Good deal
2318,460295,Good deal
10968,452450,No deal
2231,396472,Good deal
1941,661045,Good deal
1244,139500,Good deal
2542,652764,No deal
1301,383240,No deal
1693,310028,No deal
1424,128256,Good deal
2387,294500,No deal
1679,526542,No deal
1553,136019,Good deal
2435,467500,No deal
1504,208115,Good deal
1152,60914,Good deal
1581,2280145,No deal
1890,551843,Good deal
2490,389395,No deal
2293,505883,Good deal
1794,501506,No deal
2772,1188464,No deal
1427,635614,No deal
2831,299000,No deal
2080,280000,Good deal
2488,639000,No deal
1848,549228,No deal
1944,1300000,Good deal
1904,415064,Good deal
1800,239331,Good deal
1729,185000,Good deal
1747,324900,No deal
1784,220033,Good deal
2248,515507,Good deal
1887,369312,Good deal
2190,112250,Good deal
1548,179900,Good deal
2269,1639231,Good deal
2845,518895,No deal
1500,105377,Good deal
2670,959900,No deal
2197,296725,Good deal
896,129900,Good deal
1552,315635,No deal
2311,444900,Good deal
1622,374296,No deal
1233,518009,No deal
2112,389900,Good deal
1000,359000,No deal
1000,668294,No deal
2592,696470,No deal
2549,1219064,No deal
1417,70358,Good deal
1797,291744,Good deal
1535,467827,No deal
1469,179000,Good deal
1435,213718,Good deal
1626,1252760,No deal
1848,795400,No deal
1855,236568,Good deal
2296,862380,Good deal
1998,530997,Good deal
1456,84900,Good deal
1680,315513,No deal
1917,481735,Good deal
1770,749000,No deal
1479,97400,Good deal
7031,675000,No deal
1483,385073,No deal
854,253614,Good deal
2349,427286,No deal
